collect_scheduled_date,collect_token,pickup_date,quantity,title,unique_client,dependents_qty,household,preferred_languages,primary_contact,Sex,status,age_group,family_name,pickup_month,pickup_day,distance_km,days_since_last_visit,days_since_last_pickup,visit_count,visits_last_1m,visits_last_3m,visits_last_6m,client_returned,recent_returned_1m,recent_returned_3m,recent_returned_6m,missed_pickup,scheduled_but_missed,is_future_scheduled,schedule_pickup_gap_days,scheduled_month,scheduled_weekday,pickup_weekday
2023-11-07 04:00:00,BYF4VF,2023-11-07 15:59:00,1,Abdulhalim's Hamper,1694115474357x134699341188431870,6,yes,Arabic,1694116977541x457443885172654100,Undefined,Active,36-60,Family 2,11.0,7,7.293170953082761,292,292.0,3,0,0,1,1,0,0,1,0,False,False,0.0,11,Tuesday,Tuesday
2023-11-13 04:00:00,UYW02H,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,286,,0,0,0,0,0,0,0,0,1,True,False,,11,Monday,
2023-12-13 04:00:00,9IQ2X1,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,256,,0,0,0,0,0,0,0,0,1,True,False,,12,Wednesday,
2024-01-13 04:00:00,89SQQE,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,225,,0,0,0,0,0,0,0,0,1,True,False,,1,Saturday,
2024-02-13 04:00:00,FCB9ED,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,194,,0,0,0,0,0,0,0,0,1,True,False,,2,Tuesday,
2024-03-13 03:00:00,OSYCZC,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,165,,0,0,0,0,0,0,0,0,1,True,False,,3,Wednesday,
2024-04-13 03:00:00,LBNXFH,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,134,,0,0,0,0,0,0,0,0,1,True,False,,4,Saturday,
2024-05-13 03:00:00,QDYTK9,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,104,,0,0,0,0,0,0,0,0,1,True,False,,5,Monday,
2024-06-13 03:00:00,GRWSNE,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,73,,0,0,0,0,0,0,0,0,1,True,False,,6,Thursday,
2024-07-13 03:00:00,Z6AFE7,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,43,,0,0,0,0,0,0,0,0,1,True,False,,7,Saturday,
2024-08-13 03:00:00,7HZI50,,1,food hamper,1694630813849x163939988692795400,2,yes,Turkish,1694631770190x471709318317080600,Undefined,Active,19-35,Family 4,,13,11.05489526758213,12,,0,0,0,0,0,0,0,0,1,True,False,,8,Tuesday,
2023-11-14 04:00:00,FDFNUJ,2023-11-14 18:07:00,1,Food Hamper,1694706859040x976185037439631400,3,yes,"English , Arabic",1694707691637x461787409623547900,Undefined,Closed,36-60,Family 5,11.0,14,8.728439353653572,285,285.0,8,0,2,3,1,0,1,1,0,False,False,0.0,11,Tuesday,Tuesday
2023-12-14 04:00:00,NTU34D,2023-12-14 14:28:00,1,Food Hamper,1694706859040x976185037439631400,3,yes,"English , Arabic",1694707691637x461787409623547900,Undefined,Closed,36-60,Family 5,12.0,14,8.728439353653572,255,255.0,8,0,2,3,1,0,1,1,0,False,False,0.0,12,Thursday,Thursday
2024-02-14 04:00:00,HNQ602,2024-02-20 17:59:00,1,Food Hamper,1694706859040x976185037439631400,3,yes,"English , Arabic",1694707691637x461787409623547900,Undefined,Closed,36-60,Family 5,2.0,14,8.728439353653572,193,187.0,8,0,2,3,1,0,1,1,0,False,False,6.0,2,Wednesday,Tuesday
2024-03-14 03:00:00,3Q495O,2024-03-25 16:44:00,1,Food Hamper,1694706859040x976185037439631400,3,yes,"English , Arabic",1694707691637x461787409623547900,Undefined,Closed,36-60,Family 5,3.0,14,8.728439353653572,164,153.0,8,0,2,3,1,0,1,1,0,False,False,11.0,3,Thursday,Monday
2023-11-14 04:00:00,RHQG9Y,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,285,,1,0,0,1,0,0,0,1,1,True,False,,11,Tuesday,
2023-12-14 04:00:00,4P9EGJ,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,255,,1,0,0,1,0,0,0,1,1,True,False,,12,Thursday,
2024-01-14 04:00:00,QHIUO7,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,224,,1,0,0,1,0,0,0,1,1,True,False,,1,Sunday,
2024-02-14 04:00:00,NHJW0S,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,193,,1,0,0,1,0,0,0,1,1,True,False,,2,Wednesday,
2024-03-14 03:00:00,AYPC00,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,164,,1,0,0,1,0,0,0,1,1,True,False,,3,Thursday,
2024-04-14 03:00:00,4J6OMX,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,133,,1,0,0,1,0,0,0,1,1,True,False,,4,Sunday,
2024-05-14 03:00:00,9E97E9,2024-05-14 14:58:00,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,5.0,14,11.023620987271958,103,103.0,1,0,0,1,0,0,0,1,0,False,False,0.0,5,Tuesday,Tuesday
2024-06-14 03:00:00,R53GD0,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,72,,1,0,0,1,0,0,0,1,1,True,False,,6,Friday,
2024-07-14 03:00:00,25MG8Y,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,42,,1,0,0,1,0,0,0,1,1,True,False,,7,Sunday,
2024-08-14 03:00:00,75ADVY,,1,Food Hamper,1694718589350x154128574245765120,1,yes,Turkish,1694719309637x682521014479355900,Undefined,Active,19-35,Family 7,,14,11.023620987271958,11,,1,0,0,1,0,0,0,1,1,True,False,,8,Wednesday,
2023-11-18 04:00:00,6SICTT,2023-11-21 17:08:00,1,food hamper,1695064066262x277189512630108160,9,yes,Arabic,1695065926929x988201813172813800,Undefined,Closed,36-60,Family 10,11.0,18,8.619760878554837,281,278.0,7,0,0,3,1,0,0,1,0,False,False,3.0,11,Saturday,Tuesday
2023-12-18 04:00:00,PDDNLW,2023-12-18 15:06:00,1,food hamper,1695064066262x277189512630108160,9,yes,Arabic,1695065926929x988201813172813800,Undefined,Closed,36-60,Family 10,12.0,18,8.619760878554837,251,251.0,7,0,0,3,1,0,0,1,0,False,False,0.0,12,Monday,Monday
2023-11-27 04:00:00,531WX8,2023-11-27 15:51:00,1,Food Hamper,1695832320795x606773292126699500,1,yes,Arabic,1695833276912x997816858000752600,Undefined,Active,36-60,Family 15,11.0,27,5.202042521763705,272,272.0,6,0,0,3,1,0,0,1,0,False,False,0.0,11,Monday,Monday
2023-11-27 04:00:00,8CN84O,2023-11-27 16:56:00,1,Food hamper,1695838165468x193734040301600770,3,yes,Arabic,1695838668364x590906125533839400,Undefined,Active,19-35,Family 16,11.0,27,4.9368528199175525,272,272.0,2,0,0,0,1,0,0,0,0,False,False,0.0,11,Monday,Monday
2023-11-27 04:00:00,BIQ246,2023-11-27 16:55:00,1,Food,1695846228881x791334606705524700,2,yes,"Arabic , Somali",1695846687422x308899501919698940,Undefined,Active,36-60,Family 17,11.0,27,0.2975575507338647,272,272.0,8,0,3,4,1,0,1,1,0,False,False,0.0,11,Monday,Monday
2023-11-27 04:00:00,MAPUQJ,2023-11-27 16:55:00,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,11.0,27,6.70594998281884,272,272.0,6,0,2,4,1,0,1,1,0,False,False,0.0,11,Monday,Monday
2023-12-27 04:00:00,ANE3DD,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,242,,6,0,2,4,1,0,1,1,1,True,False,,12,Wednesday,
2024-01-27 04:00:00,OVBEEZ,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,211,,6,0,2,4,1,0,1,1,1,True,False,,1,Saturday,
2024-02-27 04:00:00,HPNV6H,2024-02-13 16:12:00,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,2.0,27,6.70594998281884,180,194.0,6,0,2,4,1,0,1,1,0,False,False,-14.0,2,Tuesday,Tuesday
2024-03-27 03:00:00,MBIWCV,2024-03-15 18:18:00,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,3.0,27,6.70594998281884,151,163.0,6,0,2,4,1,0,1,1,0,False,False,-12.0,3,Wednesday,Friday
2024-04-27 03:00:00,4OH4P0,2024-05-02 17:27:00,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,5.0,27,6.70594998281884,120,115.0,6,0,2,4,1,0,1,1,0,False,False,5.0,4,Saturday,Thursday
2024-05-27 03:00:00,A7R356,2024-06-08 00:15:00,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,6.0,27,6.70594998281884,90,78.0,6,0,2,4,1,0,1,1,0,False,False,11.0,5,Monday,Saturday
2024-06-27 03:00:00,IJBH1X,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,59,,6,0,2,4,1,0,1,1,1,True,False,,6,Thursday,
2024-07-27 03:00:00,Q7NHGX,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,29,,6,0,2,4,1,0,1,1,1,True,False,,7,Saturday,
2024-08-27 03:00:00,AUX82D,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,-2,,6,0,2,4,1,0,1,1,1,True,True,,8,Tuesday,
2024-09-27 03:00:00,PEJB0O,,1,Amira's Hamper,1695836913047x762693011830472700,1,yes,Arabic,1695837853073x197508888770904060,Undefined,Active,60+,Family 18,,27,6.70594998281884,-33,,6,0,2,4,1,0,1,1,1,True,True,,9,Friday,
2023-11-04 03:00:00,NQX9AS,,1,Food,1696435845310x360745745823825900,1,yes,Arabic,1696436970800x834755356482601000,Undefined,Active,19-35,Family 19,,4,2.875597583524996,295,,11,1,4,7,1,1,1,1,1,True,False,,11,Saturday,
2023-12-04 04:00:00,MQXTII,2023-12-04 17:26:00,1,Food,1696435845310x360745745823825900,1,yes,Arabic,1696436970800x834755356482601000,Undefined,Active,19-35,Family 19,12.0,4,2.875597583524996,265,265.0,11,1,4,7,1,1,1,1,0,False,False,0.0,12,Monday,Monday
2023-11-13 04:00:00,BSGLMF,2023-11-01 17:03:00,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,11.0,13,9.689568497306457,286,298.0,1,0,0,0,0,0,0,0,0,False,False,-12.0,11,Monday,Wednesday
2023-12-13 04:00:00,1TD38D,,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,,13,9.689568497306457,256,,1,0,0,0,0,0,0,0,1,True,False,,12,Wednesday,
2024-01-13 04:00:00,GKSNC3,,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,,13,9.689568497306457,225,,1,0,0,0,0,0,0,0,1,True,False,,1,Saturday,
2024-02-13 04:00:00,KRVK8T,,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,,13,9.689568497306457,194,,1,0,0,0,0,0,0,0,1,True,False,,2,Tuesday,
2024-03-13 03:00:00,SH14B0,,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,,13,9.689568497306457,165,,1,0,0,0,0,0,0,0,1,True,False,,3,Wednesday,
2024-04-13 03:00:00,BW1PQA,,1,Mohammed Albarayka's Food Hamper,1697049216014x611515599745450000,6,yes,"English , Arabic",1697050688525x783910061382041600,Undefined,Active,36-60,Family 20,,13,9.689568497306457,134,,1,0,0,0,0,0,0,0,1,True,False,,4,Saturday,
2023-11-19 04:00:00,RIERNM,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,280,,1,0,0,0,0,0,0,0,1,True,False,,11,Sunday,
2023-12-19 04:00:00,94ESB9,2023-12-19 14:59:00,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,12.0,19,9.260947879696015,250,250.0,1,0,0,0,0,0,0,0,0,False,False,0.0,12,Tuesday,Tuesday
2024-01-19 04:00:00,TJMEEZ,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,219,,1,0,0,0,0,0,0,0,1,True,False,,1,Friday,
2024-02-19 04:00:00,2KGLCV,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,188,,1,0,0,0,0,0,0,0,1,True,False,,2,Monday,
2024-03-19 03:00:00,UZMO22,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,159,,1,0,0,0,0,0,0,0,1,True,False,,3,Tuesday,
2024-04-19 03:00:00,NTWISO,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,128,,1,0,0,0,0,0,0,0,1,True,False,,4,Friday,
2024-05-19 03:00:00,UD6XUB,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,98,,1,0,0,0,0,0,0,0,1,True,False,,5,Sunday,
2024-06-19 03:00:00,XK4XNC,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,67,,1,0,0,0,0,0,0,0,1,True,False,,6,Wednesday,
2024-07-19 03:00:00,GG66HJ,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,37,,1,0,0,0,0,0,0,0,1,True,False,,7,Friday,
2024-08-19 03:00:00,FAICWM,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,6,,1,0,0,0,0,0,0,0,1,True,False,,8,Monday,
2024-09-19 03:00:00,WOMHAP,,1,food,1697742389415x429955158695739400,2,yes,Oromo,1697744104800x982730217522724900,Undefined,Active,36-60,Family 21,,19,9.260947879696015,-25,,1,0,0,0,0,0,0,0,1,True,True,,9,Thursday,
2023-11-23 04:00:00,FZKICQ,2023-11-23 17:20:00,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,11.0,23,0.6201052273629984,276,276.0,1,0,0,0,0,0,0,0,0,False,False,0.0,11,Thursday,Thursday
2023-12-23 04:00:00,X50EMK,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,246,,1,0,0,0,0,0,0,0,1,True,False,,12,Saturday,
2024-01-23 04:00:00,80MAGA,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,215,,1,0,0,0,0,0,0,0,1,True,False,,1,Tuesday,
2024-02-23 04:00:00,IS4PVN,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,184,,1,0,0,0,0,0,0,0,1,True,False,,2,Friday,
2024-03-23 03:00:00,94AN5A,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,155,,1,0,0,0,0,0,0,0,1,True,False,,3,Saturday,
2024-04-23 03:00:00,27NJUK,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,124,,1,0,0,0,0,0,0,0,1,True,False,,4,Tuesday,
2024-05-23 03:00:00,RRWC23,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,94,,1,0,0,0,0,0,0,0,1,True,False,,5,Thursday,
2024-06-23 03:00:00,6MQT6X,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,63,,1,0,0,0,0,0,0,0,1,True,False,,6,Sunday,
2024-07-23 03:00:00,LQQRU7,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,33,,1,0,0,0,0,0,0,0,1,True,False,,7,Tuesday,
2024-08-23 03:00:00,RMCFT9,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,2,,1,0,0,0,0,0,0,0,1,True,False,,8,Friday,
2024-09-23 03:00:00,18TJYQ,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,-29,,1,0,0,0,0,0,0,0,1,True,True,,9,Monday,
2024-10-23 03:00:00,RBU6W2,,1,food,1696015564145x481083559381094460,1,yes,"Somali , English",1702664897942x365759255977245760,Female,Closed,36-60,Family 23,,23,0.6201052273629984,-59,,1,0,0,0,0,0,0,0,1,True,True,,10,Wednesday,
2023-11-23 04:00:00,1V9ZHW,,1,food,1698092774498x669816979820904400,2,yes,Arabic,1698093608464x924067060105871400,Undefined,Active,36-60,Family 24,,23,7.142775195007981,276,,5,1,2,4,1,1,1,1,1,True,False,,11,Thursday,
2023-12-23 04:00:00,IV2WUV,,1,food,1698092774498x669816979820904400,2,yes,Arabic,1698093608464x924067060105871400,Undefined,Active,36-60,Family 24,,23,7.142775195007981,246,,5,1,2,4,1,1,1,1,1,True,False,,12,Saturday,
2023-11-23 04:00:00,JEYPYZ,2023-11-23 17:20:00,1,food,1698094243064x985332379795062800,7,yes,Arabic,1698095089640x326534128131637250,Undefined,Active,19-35,Family 25,11.0,23,6.705141943806349,276,276.0,11,1,4,7,1,1,1,1,0,False,False,0.0,11,Thursday,Thursday
2023-11-24 02:00:00,4QLQXQ,2023-11-23 17:19:00,1,Food,1698180831854x552276923027292200,5,yes,Arabic,1711657936723x650337181383786500,Undefined,Active,19-35,Family 28,11.0,24,9.071736884997286,275,276.0,12,1,5,8,1,1,1,1,0,False,False,-1.0,11,Friday,Thursday
2023-11-25 04:00:00,13VMGL,,1,Food Hamper pickup,1696013575736x163674129064647970,5,yes,"Kurdish , Arabic",1702664915892x399470346674513300,Male,Active,36-60,Family 29,,25,8.386435319424432,274,,11,1,5,8,1,1,1,1,1,True,False,,11,Saturday,
2024-03-29 01:00:00,C45E3K,2024-03-28 18:42:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,3.0,29,6.525931321383918,149,150.0,11,1,3,8,1,1,1,1,0,False,False,-1.0,3,Friday,Thursday
2024-06-04 01:00:00,5BZDEM,2024-05-22 15:48:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,5.0,4,6.525931321383918,82,95.0,11,1,3,8,1,1,1,1,0,False,False,-13.0,6,Tuesday,Wednesday
2024-06-08 01:00:00,ZM8QS2,2024-05-01 15:51:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,5.0,8,6.525931321383918,78,116.0,11,1,3,8,1,1,1,1,0,False,False,-38.0,6,Saturday,Wednesday
2024-07-13 01:00:00,X43H54,2024-02-28 16:57:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,2.0,13,6.525931321383918,43,179.0,11,1,3,8,1,1,1,1,0,False,False,-136.0,7,Saturday,Wednesday
2024-08-11 01:00:00,HGRBXS,2024-03-28 18:07:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,3.0,11,6.525931321383918,14,150.0,11,1,3,8,1,1,1,1,0,False,False,-136.0,8,Sunday,Thursday
2024-07-04 01:00:00,7T6C5E,2024-07-02 15:31:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,7.0,4,6.525931321383918,52,54.0,11,1,3,8,1,1,1,1,0,False,False,-2.0,7,Thursday,Tuesday
2024-08-03 01:00:00,N2FXIX,2024-08-20 15:12:00,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,8.0,3,6.525931321383918,22,5.0,11,1,3,8,1,1,1,1,0,False,False,17.0,8,Saturday,Tuesday
2024-09-03 01:00:00,J8IF9L,,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,,3,6.525931321383918,-9,,11,1,3,8,1,1,1,1,1,True,True,,9,Tuesday,
2024-10-03 01:00:00,8HTBRV,,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,,3,6.525931321383918,-39,,11,1,3,8,1,1,1,1,1,True,True,,10,Thursday,
2024-11-03 01:00:00,47XQ0R,,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,,3,6.525931321383918,-70,,11,1,3,8,1,1,1,1,1,True,True,,11,Sunday,
2024-12-04 02:00:00,16YRG2,,1,food,1698253042137x473822498376384500,1,yes,Arabic,1711662025020x590971881708322800,Undefined,Active,19-35,Family 30,,4,6.525931321383918,-101,,11,1,3,8,1,1,1,1,1,True,True,,12,Wednesday,
2023-11-25 04:00:00,BPWMCA,,1,food Hamper pick up,1696014581917x238266184767837340,5,yes,Arabic,1702664954371x633443909161672600,Male,Active,36-60,Family 31,,25,8.938767402480144,274,,10,1,5,7,1,1,1,1,1,True,False,,11,Saturday,
2023-12-26 04:00:00,TF7SXY,,1,Food,1698270040721x843589431061643300,4,yes,Pashto,1698272464291x175125162098950140,Undefined,Active,36-60,Family 32,,26,9.222673354376225,243,,9,1,3,6,1,1,1,1,1,True,False,,12,Tuesday,
2023-11-26 04:00:00,7ONCOG,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,273,,2,0,0,2,1,0,0,1,1,True,False,,11,Sunday,
2023-12-26 04:00:00,ZB42DA,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,243,,2,0,0,2,1,0,0,1,1,True,False,,12,Tuesday,
2024-01-26 04:00:00,CYMDRC,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,212,,2,0,0,2,1,0,0,1,1,True,False,,1,Friday,
2024-02-26 04:00:00,6O2YCZ,2024-02-26 17:07:00,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,2.0,26,8.996574388494423,181,181.0,2,0,0,2,1,0,0,1,0,False,False,0.0,2,Monday,Monday
2024-03-26 03:00:00,T23J4Q,2024-03-26 16:40:00,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,3.0,26,8.996574388494423,152,152.0,2,0,0,2,1,0,0,1,0,False,False,0.0,3,Tuesday,Tuesday
2024-04-26 03:00:00,GB554F,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,121,,2,0,0,2,1,0,0,1,1,True,False,,4,Friday,
2024-05-26 03:00:00,93LMAP,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,91,,2,0,0,2,1,0,0,1,1,True,False,,5,Sunday,
2024-06-26 03:00:00,D9RH1J,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,60,,2,0,0,2,1,0,0,1,1,True,False,,6,Wednesday,
2024-07-26 03:00:00,8A68O9,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,30,,2,0,0,2,1,0,0,1,1,True,False,,7,Friday,
2024-08-26 03:00:00,1FGKT5,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,-1,,2,0,0,2,1,0,0,1,1,True,True,,8,Monday,
2024-09-26 03:00:00,3N4T4T,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,-32,,2,0,0,2,1,0,0,1,1,True,True,,9,Thursday,
2024-10-26 03:00:00,4BM3BS,,1,food,1698352543566x612777974253748200,4,yes,Arabic,1698352811027x171332199925678080,Undefined,Active,60+,Family 33,,26,8.996574388494423,-62,,2,0,0,2,1,0,0,1,1,True,True,,10,Saturday,
